atak	-2.1	0.83066	[-1, -3, -2, -3, -3, -1, -2, -1, -2, -3]
zaatakować	-2.0	1.78885	[-2, 3, -2, -2, -3, -3, -3, -4, -2, -2]
napastnik	-2.7	0.9	[-2, -3, -2, -1, -3, -3, -4, -4, -2, -3]
napastnik	-2.7	0.64031	[-3, -3, -3, -2, -3, -3, -4, -2, -2, -2]
napadać	-2.0	0.89443	[-3, -1, -1, -3, -3, -1, -3, -1, -2, -2]
atak	-1.9	0.9434	[-2, -2, 0, -2, -2, -2, -1, -4, -2, -2]
pociągać	1.5	0.92195	[1, 3, 1, 1, 3, 1, 1, 2, 0, 2]
atrakcyjność	0.9	0.7	[1, 0, 2, 1, 0, 2, 1, 1, 0, 1]
wabić	1.3	0.9	[0, 1, 0, 1, 1, 2, 3, 2, 1, 2]
atraktant	1.4	0.8	[1, 1, 0, 2, 2, 2, 3, 1, 1, 1]
przyciągnąć	1.8	0.6	[1, 3, 1, 2, 2, 2, 2, 2, 2, 1]
przyciąganie	2.1	0.83066	[3, 1, 2, 2, 3, 1, 1, 3, 2, 3]
atrakcja	2.0	0.7746	[2, 2, 1, 1, 2, 3, 3, 2, 3, 1]
wdzięk kobiecy	1.8	0.87178	[1, 3, 0, 2, 2, 2, 2, 3, 1, 2]
atrakcyjny	1.9	0.53852	[2, 2, 2, 1, 3, 2, 1, 2, 2, 2]
ładnie	2.2	0.6	[3, 2, 2, 3, 2, 2, 2, 3, 1, 2]
atrakcyjność	1.8	1.16619	[3, 2, 2, 1, 4, 2, 0, 0, 2, 2]
atrakcja	2.1	0.7	[2, 1, 2, 3, 2, 3, 3, 1, 2, 2]
atraktor	1.2	1.16619	[1, 1, 2, 2, 2, -2, 2, 1, 2, 1]
atraktory	1.2	0.87178	[1, 1, 2, 2, 0, 1, 3, 1, 0, 1]
przyciągać	1.7	1.00499	[2, 1, 2, 0, 2, 4, 2, 1, 1, 2]
zuchwały	0.9	2.02237	[3, -1, -2, 2, 1, 2, -3, 2, 2, 3]
autorytet	0.3	0.64031	[0, 0, 0, 1, 0, 0, 2, 0, 0, 0]
niechęć	-1.9	1.04403	[-3, -3, -1, -2, 0, -3, -1, -2, -1, -3]
awersja	-1.1	1.13578	[-2, -1, -2, -2, -2, 1, -1, -2, 1, -1]
awersywne	-1.6	0.66332	[-2, -1, -1, -1, -2, -2, -1, -2, -3, -1]
awersyjnie	-0.8	1.53623	[-3, -1, -2, -1, 1, -2, 2, -2, 1, -1]
zapobiec	-0.7	0.78102	[-1, 0, -2, -1, -1, 1, -1, 0, -1, -1]
odwrócić	-0.3	1.00499	[-1, 1, 0, 0, 1, 0, -2, 0, 0, -2]
odwracać się	-0.4	1.0198	[-2, -2, -1, -1, 0, 0, 1, 0, 1, 0]
zachłanny	1.2	0.87178	[-1, 2, 2, 1, 1, 1, 2, 2, 1, 1]
uniknąć	-1.2	0.6	[-1, -1, -1, -1, -2, -2, -1, -2, 0, -1]
unikać	-1.7	0.45826	[-2, -2, -1, -1, -1, -2, -2, -2, -2, -2]
unikać	-1.1	0.53852	[-1, -1, -1, -1, -2, 0, -1, -2, -1, -1]
unikać	-1.4	0.4899	[-2, -1, -2, -1, -1, -1, -2, -1, -2, -1]
unikać	-1.8	0.6	[-2, -1, -3, -1, -2, -2, -2, -1, -2, -2]
unikacze	-1.4	0.66332	[-2, -2, -1, -2, -1, -1, 0, -1, -2, -2]
unikać	-1.4	0.91652	[-2, 1, -2, -2, -1, -2, -1, -1, -2, -2]
unikać	-0.7	0.45826	[-1, -1, -1, -1, -1, -1, 0, 0, 0, -1]
oczekiwać	0.4	0.4899	[0, 0, 0, 1, 0, 1, 0, 1, 1, 0]
oczekiwać	-0.1	0.83066	[1, 0, 0, 0, 1, -1, 0, 0, -2, 0]
czekać	0.3	0.78102	[0, 0, 0, 1, 2, 1, 0, 0, -1, 0]
nagroda	2.5	0.92195	[2, 1, 1, 3, 3, 2, 4, 3, 3, 3]
nagradzać	2.4	0.8	[3, 3, 3, 1, 3, 1, 2, 3, 2, 3]
nagrodzić	1.7	0.78102	[2, 0, 1, 3, 2, 2, 2, 1, 2, 2]
laureat	1.8	0.6	[2, 2, 1, 3, 2, 2, 1, 1, 2, 2]
laureat	1.2	0.74833	[1, 1, 1, 1, 0, 1, 1, 1, 3, 2]
nagradzać	0.9	1.04403	[2, 0, 1, 3, 0, 2, 1, 0, 0, 0]
nagrodzić	1.3	1.18743	[2, 1, 0, 2, 2, 0, 0, 4, 1, 1]
przyznawać	1.9	0.7	[3, 2, 1, 2, 1, 2, 3, 1, 2, 2]
nagroda	2.0	0.44721	[2, 2, 2, 2, 1, 2, 2, 3, 2, 2]
niesamowity	3.1	0.83066	[3, 4, 2, 3, 2, 2, 4, 4, 4, 3]
straszny	-2.0	2.04939	[-2, -2, -3, -3, -2, -3, 4, -3, -3, -3]
niezręczny	-0.6	1.56205	[-2, -1, -1, -1, -1, -1, -1, -1, 4, -1]
niezgrabnie	-1.3	0.45826	[-1, -1, -2, -1, -1, -1, -1, -2, -2, -1]
nieporadność	-0.7	1.41774	[-1, -2, -2, -1, -2, 2, -1, -1, 2, -1]
topór	-0.4	0.8	[-2, 0, 0, 0, 0, 0, -1, -1, -1, 1]
siekiera	-1.3	0.78102	[-1, -2, 0, -3, -1, -2, -1, -1, -1, -1]
wspierać	0.1	0.3	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
poparcie	0.1	0.83066	[1, 1, -1, 0, 0, 0, -1, 1, -1, 1]
obrona	-0.2	0.4	[0, 0, -1, 0, 0, 0, 0, -1, 0, 0]
zły	-2.5	0.67082	[-3, -2, -4, -3, -2, -2, -3, -2, -2, -2]
twardziel	1.4	1.26491	[1, 3, 2, 0, -1, 1, 3, 2, 1, 2]
źle	-2.1	0.7	[-2, -3, -2, -1, -3, -2, -3, -2, -1, -2]
pomoc	-0.4	1.35647	[-1, 0, 0, 2, -2, -1, -2, 2, -1, -1]
oszukać	-1.5	1.0247	[-3, -2, -2, -1, -2, -2, 1, -1, -1, -2]
oszołomić	-1.5	1.11803	[-1, 0, -2, -4, -2, -1, -2, -1, 0, -2]
bambus	-1.5	1.0247	[-1, 0, -2, -4, -2, -1, -2, -1, -1, -1]
ban	-2.6	1.0198	[-4, -3, -4, -3, -2, -1, -3, -2, -1, -3]
wygnać	-1.9	0.9434	[-2, -2, -2, -2, -1, -3, -1, -1, -1, -4]
upaść	-2.6	1.0198	[-4, -4, -2, -2, -4, -3, -2, -2, -1, -2]
bankster	-2.1	0.53852	[-3, -1, -2, -2, -2, -2, -2, -3, -2, -2]
zakazać	-2.0	1.0	[-2, -1, -1, -1, -2, -2, -4, -3, -3, -1]
okazja	0.8	1.16619	[1, 1, 1, 1, 0, 1, 2, 3, -1, -1]
bariera	-0.5	0.92195	[-2, 0, 0, -2, -1, -1, 1, 0, 0, 0]
wstydliwy	-0.1	1.13578	[-1, 2, -1, 0, -1, 2, 0, 0, -1, -1]
nieśmiało	0.2	0.9798	[0, 0, 0, -1, 1, 1, 1, 1, -2, 1]
nieśmiałość	-0.8	0.9798	[-2, -1, 1, 1, -1, -2, -1, -1, -1, -1]
drań	-2.5	0.67082	[-2, -4, -2, -3, -2, -2, -3, -3, -2, -2]
bastardies	-1.8	0.87178	[-2, -1, -3, -2, -2, -2, -1, 0, -2, -3]
bastardise	-2.1	0.83066	[-2, -1, -4, -2, -2, -3, -2, -2, -2, -1]
drań	-2.3	0.9	[-3, -2, -3, -1, -2, -3, -4, -1, -2, -2]
bastardises	-2.3	1.18743	[-1, -4, -2, -3, -3, 0, -2, -4, -2, -2]
bastardising	-2.6	0.8	[-3, -2, -3, -2, -2, -1, -3, -4, -3, -3]
draństwo	-2.4	1.28062	[-1, -3, -4, -4, -2, -2, -2, 0, -2, -4]
bastardizacje	-2.1	0.7	[-2, -1, -3, -3, -2, -2, -3, -1, -2, -2]
uznać dziecko za nieślubny	-2.4	0.66332	[-2, -2, -3, -2, -2, -3, -4, -2, -2, -2]
drań	-2.0	0.7746	[-2, -1, -1, -2, -3, -2, -3, -2, -1, -3]
drań	-1.8	0.87178	[-2, -1, -1, -2, -2, -2, -3, -3, 0, -2]
draństwo	-2.3	0.9	[-2, -2, -1, -4, -3, -2, -1, -2, -3, -3]
drań	-2.7	0.64031	[-3, -3, -2, -2, -3, -2, -2, -4, -3, -3]
drań	-3.0	0.63246	[-4, -2, -3, -3, -4, -3, -3, -3, -3, -2]
bękarctwo	-2.7	1.1	[-4, -3, -2, -2, -4, -3, -3, -3, -3, 0]
bitwa	-1.6	1.28062	[-1, -3, 0, -3, -2, -3, -2, -2, 1, -1]
walczyć	-1.2	0.87178	[0, 0, -2, 0, -2, -1, -2, -1, -2, -2]
pole walka	-1.6	0.8	[-2, -2, 0, -1, -2, -1, -3, -2, -1, -2]
pole bitwa	-0.9	1.22066	[-1, -1, 0, 0, -4, -1, 0, 0, 0, -2]
front bitwa	-1.2	0.87178	[-1, 0, -2, -1, 0, -3, -1, -2, -1, -1]
front	-0.8	1.16619	[0, 0, -2, -1, 0, -3, -1, 1, -2, 0]
pole bitwa	-1.7	0.78102	[-2, 0, -2, -2, -1, -2, -2, -3, -1, -2]
pole bitwa	-0.6	1.35647	[2, -2, 0, -1, 0, -2, -2, -2, 0, 1]
blankiet	-0.4	0.8	[0, -1, 0, -1, 0, -2, 0, 1, 0, -1]
blank	-0.4	0.66332	[0, 0, 0, 0, 0, -1, -2, 0, -1, 0]
bitwa	-0.8	1.4	[2, 0, -2, 0, -2, 1, -2, -1, -2, -2]
walczyć	-0.2	0.9798	[-1, 0, 2, -2, 0, 0, 0, -1, 0, 0]
bitwa	-1.6	0.4899	[-1, -1, -2, -1, -2, -2, -2, -1, -2, -2]
okręt wojenny	-0.1	1.3	[2, -3, -1, -1, 0, 0, 1, 1, 0, 0]
pancernik	-0.5	0.80623	[-2, 0, 0, 0, 0, -1, -2, 0, 0, 0]
pancernik	-0.3	0.64031	[0, 0, -1, -2, 0, 0, 0, 0, 0, 0]
pancernik	-0.5	0.67082	[0, 0, 0, -1, -2, -1, 0, -1, 0, 0]
walczyć	-1.1	1.04403	[0, -1, -2, -2, -1, 1, -2, 0, -2, -2]
bit	-1.8	0.6	[-1, -2, -2, -2, -3, -2, -2, -2, -1, -1]
beatyfikacja	1.8	1.6	[3, 0, 2, 4, -2, 2, 2, 2, 2, 3]
bić	-2.0	0.63246	[-2, -3, -2, -2, -1, -1, -2, -3, -2, -2]
coś śliczny	1.6	1.2	[2, 2, 2, 0, 1, -1, 2, 3, 3, 2]
przepiękny	2.5	1.0247	[2, 1, 4, 3, 3, 2, 1, 4, 2, 3]
pięknie	2.6	0.8	[2, 3, 3, 3, 2, 1, 3, 4, 2, 3]
piękno	2.7	1.00499	[1, 3, 4, 3, 4, 1, 2, 3, 3, 3]
kosmetyczka	1.2	0.9798	[0, 0, 3, 2, 2, 0, 1, 1, 1, 2]
kosmetyczka	0.4	0.66332	[0, 1, 0, 0, 0, 0, 1, 0, 2, 0]
piękny	2.4	0.8	[2, 3, 3, 3, 3, 1, 2, 1, 3, 3]
upiększać	1.9	0.7	[2, 2, 2, 1, 2, 1, 3, 1, 2, 3]
upiększenie	2.4	0.8	[3, 2, 3, 3, 1, 3, 2, 3, 1, 3]
upiększyć	2.1	0.7	[2, 2, 3, 1, 2, 2, 3, 1, 2, 3]
upiększacz	1.7	0.64031	[2, 1, 2, 1, 2, 1, 3, 1, 2, 2]
upiększacze	1.7	0.78102	[3, 3, 1, 2, 1, 2, 2, 1, 1, 1]
upiększać	1.8	0.74833	[2, 1, 2, 1, 2, 1, 3, 1, 2, 3]
piękny	2.9	0.7	[2, 3, 2, 3, 2, 3, 4, 4, 3, 3]
piękny	2.1	0.83066	[2, 0, 2, 2, 3, 2, 2, 2, 3, 3]
piękny	2.6	0.8	[3, 3, 3, 3, 2, 2, 4, 2, 1, 3]
estetycznie	2.7	0.64031	[3, 3, 2, 2, 3, 3, 2, 2, 4, 3]
piękny	2.6	0.8	[3, 3, 3, 2, 3, 4, 3, 2, 2, 1]
upiększać	2.3	0.45826	[2, 3, 3, 2, 2, 3, 2, 2, 2, 2]
upiększać	2.3	0.78102	[1, 2, 1, 3, 2, 2, 3, 3, 3, 3]
beauts	1.7	0.78102	[1, 2, 0, 3, 1, 2, 2, 2, 2, 2]
piękno	2.8	0.74833	[3, 3, 2, 3, 4, 4, 2, 2, 3, 2]
bagatelizować	-1.9	0.53852	[-2, -2, -2, -1, -2, -2, -1, -2, -3, -2]
umniejszyć	-2.0	1.0	[-3, -2, -3, -3, -2, -3, -1, -1, -2, 0]
ukochać	2.3	0.45826	[2, 2, 3, 2, 2, 2, 2, 3, 3, 2]
benefic	1.4	0.4899	[2, 2, 1, 1, 1, 2, 2, 1, 1, 1]
benefice	0.4	0.66332	[0, 2, 0, 1, 0, 0, 1, 0, 0, 0]
skorzystać	1.1	0.7	[1, 1, 1, 0, 2, 0, 1, 1, 2, 2]
dobroczynność	2.8	0.87178	[1, 4, 3, 4, 2, 2, 3, 3, 3, 3]
korzyść	1.5	0.67082	[1, 1, 2, 2, 1, 1, 1, 3, 2, 1]
dobroczynny	2.3	0.45826	[3, 2, 3, 2, 2, 2, 2, 3, 2, 2]
korzystnie	2.2	0.6	[3, 2, 3, 3, 2, 2, 1, 2, 2, 2]
benefices	1.1	0.83066	[1, 1, 1, 0, 1, 0, 1, 1, 2, 3]
korzystny	1.9	0.53852	[2, 2, 1, 2, 2, 1, 3, 2, 2, 2]
korzystnie	2.4	0.8	[3, 3, 2, 2, 2, 1, 3, 4, 2, 2]
dobroczynność	1.7	0.64031	[2, 1, 2, 2, 1, 1, 2, 2, 1, 3]
beneficjent	1.8	1.16619	[0, 1, 2, 1, 3, 4, 3, 1, 2, 1]
beneficjant	2.1	0.83066	[1, 3, 2, 2, 2, 1, 3, 3, 1, 3]
beneficiate	1.0	1.18322	[0, 0, 1, 3, 1, 0, 2, 0, 3, 0]
zasiłek	0.4	1.0198	[2, 2, 0, -1, 1, 0, -1, 0, 0, 1]
zasiłek	2.0	0.63246	[2, 3, 1, 2, 2, 3, 2, 1, 2, 2]
korzyść	1.6	0.4899	[2, 2, 2, 1, 2, 1, 2, 2, 1, 1]
skorzystać	1.7	0.64031	[2, 2, 1, 2, 2, 2, 2, 2, 0, 2]
czerpać korzyść	1.9	0.7	[1, 2, 2, 3, 1, 1, 2, 3, 2, 2]
życzliwość	1.7	1.1	[2, 1, 3, 2, 2, 1, 2, 2, -1, 3]
życzliwość	1.9	1.64012	[3, 2, -1, -1, 3, 1, 3, 4, 2, 3]
życzliwy	2.7	0.78102	[2, 2, 3, 2, 4, 2, 3, 2, 4, 3]
życzliwie	1.4	1.11355	[2, 1, 2, 2, 1, -1, 2, 3, 0, 2]
życzliwość	1.2	1.249	[2, 2, 1, -1, 2, 2, 3, -1, 1, 1]
łagodny	1.3	0.9	[1, 3, 2, 2, 1, 1, 2, 0, 0, 1]
łagodność	0.6	1.2	[2, -1, -2, 1, 0, 1, 1, 2, 1, 1]
życzliwy	2.2	0.9798	[2, 2, 2, 2, 2, 2, 4, 0, 3, 3]
życzliwie	1.1	1.3	[3, 2, 3, 0, 1, 1, -1, 2, 0, 0]
łagodność	0.9	0.9434	[-1, 2, 1, 0, 1, 1, 2, 2, 1, 0]
łaskawość	1.3	1.18743	[2, -2, 2, 2, 2, 1, 2, 1, 1, 2]
łagodnie	0.2	1.07703	[0, -1, 1, 1, 1, 0, 2, 0, -2, 0]
wyzuć	-2.1	1.13578	[0, -2, -2, -3, -3, -4, -3, -2, -1, -1]
pogrążyć w smutek	-2.1	0.9434	[-2, -2, -2, -1, -2, -1, -4, -1, -3, -3]
żałować	-1.9	1.22066	[0, -3, 0, -1, -3, -2, -3, -1, -3, -3]
żałoba	-1.3	1.84662	[-3, -4, -3, 1, -2, 0, -3, -1, 1, 1]
dobry	3.2	0.6	[2, 4, 4, 3, 4, 3, 3, 3, 3, 3]
dobry	3.2	0.6	[2, 4, 4, 3, 4, 3, 3, 3, 3, 3]
zdradzać	-3.2	0.6	[-3, -4, -4, -3, -2, -3, -4, -3, -3, -3]
zdrada	-2.8	0.74833	[-3, -4, -4, -2, -3, -2, -3, -3, -2, -2]
zdradzić	-3.0	0.63246	[-2, -3, -3, -3, -4, -4, -3, -3, -2, -3]
zdrada	-2.5	0.67082	[-2, -2, -3, -2, -3, -2, -4, -2, -2, -3]
zdradzać	-2.5	0.67082	[-2, -3, -3, -2, -2, -2, -4, -2, -3, -2]
dobry	1.9	0.7	[2, 1, 2, 1, 1, 3, 2, 2, 3, 2]
stronniczość	-0.4	1.11355	[-1, -2, 0, -2, -1, 1, -1, 1, 0, 1]
stronniczy	-1.1	0.83066	[-2, -2, -1, -1, -1, -1, -1, 1, -2, -1]
suka	-2.8	0.87178	[-1, -4, -2, -4, -3, -2, -3, -3, -3, -3]
dziwka	-2.6	1.0198	[-1, -3, -2, -3, -2, -1, -4, -3, -3, -4]
bitcheries	-2.3	0.78102	[-2, -2, -2, -4, -2, -2, -3, -1, -3, -2]
bitchery	-2.7	1.18743	[-2, -2, -4, -2, -4, -4, -1, -1, -3, -4]
suka	-2.9	0.9434	[-2, -1, -3, -3, -2, -4, -4, -3, -3, -4]
bitchier	-2.0	0.63246	[-2, -3, -1, -2, -3, -1, -2, -2, -2, -2]
dziwkarski	-3.0	0.7746	[-2, -4, -2, -3, -4, -3, -3, -4, -2, -3]
bitchily	-2.6	1.11355	[-4, -4, -2, -2, -1, -4, -1, -2, -3, -3]
sukowaty	-2.6	0.66332	[-3, -3, -2, -2, -3, -3, -1, -3, -3, -3]
sukowatość	-1.1	1.64012	[-2, 2, -2, -1, 2, -1, -2, -2, -3, -2]
łajdacki	-2.3	1.00499	[-4, -1, -2, -3, -3, -2, -1, -1, -3, -3]
gorzki	-1.8	0.4	[-2, -2, -2, -1, -2, -2, -1, -2, -2, -2]
gorzki pędzel	-0.2	0.74833	[0, 0, 0, 0, -2, 1, 0, 0, -1, 0]
gorzki szczotka	-0.6	0.8	[-1, 0, -2, -1, -2, 0, 0, 0, 0, 0]
bittered	-1.8	1.07703	[-1, -1, -3, -1, -2, -4, -2, 0, -2, -2]
bitterer	-1.9	1.04403	[-1, -2, -3, -1, -1, -4, -3, -1, -2, -1]
zły	-2.3	1.41774	[-4, -4, -2, -1, 1, -2, -3, -3, -2, -3]
gorzki	-1.2	0.87178	[0, 0, -1, -2, 0, -2, -1, -2, -2, -2]
gorzkawy	-1.6	0.8	[0, -2, -1, -1, -2, -2, -2, -1, -3, -2]
gorzko	-2.0	0.63246	[-2, -2, -1, -1, -2, -2, -3, -2, -2, -3]
bąk	-0.2	0.6	[0, 0, -2, 0, 0, 0, 0, 0, 0, 0]
gorycz	-1.7	0.45826	[-2, -2, -1, -2, -1, -2, -1, -2, -2, -2]
bąk	-0.4	1.11355	[0, 0, 0, -3, 0, 0, 0, 1, 0, -2]
gorzki korzeń	-0.2	0.4	[0, 0, 0, -1, -1, 0, 0, 0, 0, 0]
gorzki	-0.4	0.4899	[-1, -1, -1, 0, 0, 0, 0, -1, 0, 0]
słodko - gorzki	-0.3	0.64031	[0, -1, 0, 0, 0, 0, 0, 0, -2, 0]
słodko - gorzka	-0.6	0.91652	[0, 0, 0, -2, 0, -2, 0, 0, -2, 0]
słodko - gorzkie	-0.2	0.9798	[-2, 1, 0, 0, 0, -2, 0, 0, 0, 1]
bitterweeds	-0.5	0.67082	[0, -2, 0, -1, -1, 0, 0, -1, 0, 0]
dziwaczny	-1.3	1.00499	[-2, 0, 0, -2, 0, -1, -3, -2, -1, -2]
bla	-0.4	1.49666	[-2, -1, -1, -1, -1, -1, -1, 3, 2, -1]
blam	-0.2	1.16619	[-1, 0, 0, -1, -1, -2, -1, 1, 2, 1]
blamable	-1.8	0.4	[-2, -2, -2, -2, -1, -1, -2, -2, -2, -2]
blamably	-1.8	0.4	[-2, -2, -2, -2, -1, -1, -2, -2, -2, -2]
winić	-1.4	1.42829	[-4, -2, -2, -1, -1, -1, -2, 2, -2, -1]
obwinić	-2.1	0.53852	[-2, -2, -2, -2, -3, -2, -2, -2, -3, -1]
winien	-1.7	0.45826	[-2, -2, -2, -2, -2, -2, -1, -1, -2, -1]
haniebnie	-1.6	0.66332	[-1, -2, -1, -1, -2, -1, -1, -2, -2, -3]
nienaganny	0.7	1.73494	[3, 1, 2, 3, -2, 1, -1, 1, 1, -2]
nienagannie	0.9	1.37477	[2, 0, 2, 0, 1, -1, 1, 4, 0, 0]
nienaganność	0.6	1.35647	[0, 2, 1, 2, 1, 0, 1, -3, 1, 1]
obwiniacz	-2.1	0.83066	[-2, -2, -1, -2, -3, -3, -3, -1, -1, -3]
obwiniacze	-2.0	0.63246	[-3, -2, -2, -3, -1, -2, -2, -1, -2, -2]
obwiniać	-1.7	0.45826	[-2, -2, -1, -2, -2, -2, -2, -1, -1, -2]
naganność	-1.6	0.66332	[-2, -2, -1, -2, -2, -1, -3, -1, -1, -1]
godny potępienie	-2.3	0.78102	[-3, -3, -2, -2, -2, -1, -1, -3, -3, -3]
obwiniać	-2.2	0.6	[-2, -3, -1, -3, -2, -2, -3, -2, -2, -2]
błogosławić	1.8	0.6	[3, 2, 2, 1, 2, 2, 1, 2, 2, 1]
błogosławić	2.9	0.3	[2, 3, 3, 3, 3, 3, 3, 3, 3, 3]
błogosławić	2.0	0.63246	[3, 3, 2, 2, 1, 1, 2, 2, 2, 2]
szczęśliwy	2.8	0.87178	[2, 4, 1, 4, 3, 3, 2, 3, 3, 3]
na szczęście	1.7	1.1	[2, 2, 1, -1, 3, 2, 3, 1, 2, 2]
błogosławieństwo	1.6	1.35647	[2, 2, 2, 2, 2, 3, 3, -1, -1, 2]
blesser	2.6	0.66332	[1, 3, 2, 3, 3, 3, 2, 3, 3, 3]
błogosławieństwo	1.9	0.7	[2, 2, 1, 2, 2, 2, 3, 1, 3, 1]
błogosławieństwo	2.6	0.66332	[1, 3, 3, 3, 3, 3, 2, 3, 2, 3]
błogosławieństwo	2.2	1.07703	[3, 1, 0, 3, 1, 3, 2, 3, 3, 3]
błogosławieństwo	2.5	0.92195	[3, 3, 3, 2, 1, 3, 2, 3, 4, 1]
ślepy	-1.7	1.00499	[-4, -1, -1, -2, -1, -1, -3, -2, -1, -1]
błogość	2.7	0.78102	[3, 3, 3, 2, 1, 2, 4, 3, 3, 3]
błogi	2.9	0.83066	[4, 4, 2, 3, 3, 3, 1, 3, 3, 3]
uradować	1.2	1.16619	[2, 2, -1, 1, 1, 2, 2, 2, -1, 2]
blok	-1.9	1.13578	[-3, -2, -1, -2, 0, 0, -3, -2, -3, -3]
przebój	2.9	0.9434	[3, 4, 3, 2, 3, 4, 3, 2, 1, 4]
zablokować	-1.1	1.13578	[-1, 0, 0, -1, -2, -1, -1, -4, -1, 0]
bloking	-1.6	0.91652	[-1, -1, -1, -1, -2, -2, -4, -1, -2, -1]
blok	-0.9	1.13578	[-1, 0, -1, -2, -2, -2, -1, -1, 2, -1]
krwawy	-1.9	0.7	[-2, -2, -2, 0, -2, -2, -3, -2, -2, -2]
rozmazać	-0.4	1.28062	[-1, -1, -1, -1, 2, -2, -1, 2, 0, -1]
pogrubić	1.6	0.66332	[2, 2, 2, 2, 1, 2, 0, 2, 1, 2]
odważnie	1.2	0.6	[2, 1, 1, 1, 1, 2, 1, 2, 0, 1]
odważny	1.6	1.11355	[1, 3, 2, 3, 0, 0, 2, 3, 1, 1]
pogrubić	0.3	0.64031	[1, 0, 0, 0, 0, 0, 0, 2, 0, 0]
śmieć	-0.1	1.22066	[0, 0, 0, 2, -1, -2, 2, -1, -1, 0]
pogrubić	0.1	1.3	[0, 0, 0, 2, -2, -2, 2, 1, 0, 0]
pogrubieć	0.1	0.7	[0, 0, -1, 2, 0, 0, 0, 0, 0, 0]
odważnie	1.5	1.62788	[3, -2, -1, 1, 2, 3, 2, 3, 2, 2]
śmiałość	1.5	1.0247	[0, 1, 3, 1, 2, 0, 3, 1, 2, 2]
śmiałość	0.9	0.83066	[0, 0, 1, 0, 2, 1, 1, 2, 0, 2]
pogrubieć	1.3	0.78102	[2, 2, 1, 1, 0, 2, 0, 2, 1, 2]
bomba	-2.2	0.87178	[-2, -2, -1, -3, -4, -3, -2, -1, -2, -2]
premium	2.5	0.67082	[2, 2, 2, 3, 4, 3, 2, 2, 3, 2]
bonus	2.6	0.91652	[2, 2, 3, 4, 3, 4, 3, 1, 2, 2]
podnieść	1.7	0.64031	[1, 1, 2, 2, 2, 3, 1, 1, 2, 2]
wzmocnić	1.5	1.5	[-1, 1, 0, 2, 1, 2, 3, 3, 4, 0]
wzmocnić	1.4	0.91652	[1, 1, 3, 0, 2, 2, 0, 2, 1, 2]
doładowanie	1.3	0.9	[1, 1, 1, 1, 3, 0, 1, 1, 3, 1]
nudziarz	-1.0	0.44721	[-1, -2, 0, -1, -1, -1, -1, -1, -1, -1]
północny	-0.3	0.9	[0, 0, 0, 0, 1, -2, 0, 0, -2, 0]
otwór wiertniczy	-0.2	0.74833	[1, 0, 0, 0, -1, -2, 0, 0, 0, 0]
odwiert	-0.3	0.45826	[-1, 0, 0, 0, 0, 0, -1, 0, -1, 0]
znudzić	-1.1	0.9434	[-2, -1, -2, -1, 0, 0, -3, 0, -1, -1]
nuda	-1.3	0.45826	[-1, -1, -1, -1, -2, -1, -1, -2, -2, -1]
nuda	-1.1	0.83066	[-1, -1, -1, -2, 1, -1, -2, -1, -1, -2]
znudzić	0.1	0.3	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
świder	0.2	0.6	[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]
otwór wiertniczy	-0.2	0.74833	[0, 0, 0, 0, 0, 1, -1, 0, -2, 0]
wiertacz	-0.4	0.4899	[0, -1, 0, 0, -1, -1, 0, 0, 0, -1]
Świder	-1.2	0.9798	[-1, 0, -2, -1, -1, -3, -2, 0, -2, 0]
nudziarz	-1.3	0.78102	[-2, -1, -2, -1, -1, -1, -3, 0, -1, -1]
boroskopy	-0.1	0.83066	[-1, 0, -1, 2, 0, 0, 0, 0, -1, 0]
boresome	-1.3	0.45826	[-2, -1, -1, -1, -1, -1, -2, -1, -2, -1]
nudny	-1.3	0.45826	[-1, -1, -1, -1, -1, -2, -1, -1, -2, -2]
zawracać głowa	-1.4	0.91652	[-1, -1, -1, -2, -3, -3, -1, -1, -1, 0]
kłopot	-1.7	0.64031	[-1, -1, -1, -2, -2, -1, -2, -2, -2, -3]
kłopot	-1.3	0.64031	[-2, -2, -2, -1, -2, 0, -1, -1, -1, -1]
przeszkadzać	-1.3	0.45826	[-1, -1, -2, -1, -2, -1, -1, -1, -1, -2]
kłopotliwy	-1.6	0.4899	[-2, -1, -2, -2, -1, -1, -1, -2, -2, -2]
przeszkadzać	-0.8	0.9798	[-1, -2, -1, -1, 2, -1, -1, -1, -1, -1]
kłopotliwy	-1.3	0.45826	[-2, -1, -1, -1, -1, -1, -2, -2, -1, -1]
bojkot	-1.3	0.45826	[-2, -1, -1, -1, -1, -2, -1, -1, -2, -1]
bojkotować	-1.7	0.64031	[-1, -2, -2, -3, -1, -1, -2, -2, -2, -1]
bojkot	-1.7	0.64031	[-2, -2, -2, 0, -2, -1, -2, -2, -2, -2]
bojkot	-1.4	0.91652	[-2, -2, -2, -2, -1, -2, -1, 1, -1, -2]
pranie mózg	-1.5	1.28452	[-2, -2, -2, -3, -1, -2, 2, -1, -2, -2]
odważny	2.4	0.8	[2, 3, 4, 3, 1, 3, 2, 2, 2, 2]
dzielnie	1.9	0.83066	[3, 1, 3, 1, 1, 2, 3, 2, 2, 1]
dzielnie	2.3	0.78102	[1, 3, 2, 2, 2, 4, 2, 2, 2, 3]
